sample_id,task,format,condition,final_estimate,threshold,lower_bound,upper_bound,bound_violation
main:bridge:unrestricted:baseline:0037,bridge,unrestricted,baseline,3100000,2353000.0,,,False
main:bridge:unrestricted:baseline:0038,bridge,unrestricted,baseline,79000000,2353000.0,,,False
main:bridge:unrestricted:baseline:0033,bridge,unrestricted,baseline,5720000,2353000.0,,,False
main:bridge:unrestricted:baseline:0039,bridge,unrestricted,baseline,16400000,2353000.0,,,False
main:bridge:unrestricted:baseline:0040,bridge,unrestricted,baseline,265000,2353000.0,,,False
main:bridge:unrestricted:baseline:0043,bridge,unrestricted,baseline,370000,2353000.0,,,False
main:bridge:unrestricted:baseline:0041,bridge,unrestricted,baseline,8153600,2353000.0,,,False
main:bridge:unrestricted:baseline:0044,bridge,unrestricted,baseline,250000,2353000.0,,,False
main:bridge:unrestricted:baseline:0045,bridge,unrestricted,baseline,1820000,2353000.0,,,False
main:bridge:unrestricted:baseline:0047,bridge,unrestricted,baseline,812500,2353000.0,,,False
main:bridge:unrestricted:baseline:0046,bridge,unrestricted,baseline,11700000,2353000.0,,,False
main:bridge:unrestricted:baseline:0048,bridge,unrestricted,baseline,7300000,2353000.0,,,False
main:bridge:unrestricted:baseline:0049,bridge,unrestricted,baseline,1450000,2353000.0,,,False
main:bridge:unrestricted:baseline:0042,bridge,unrestricted,baseline,24000000,2353000.0,,,False
main:bridge:unrestricted:above_good:0000,bridge,unrestricted,above_good,2280000,2353000.0,,,False
main:bridge:unrestricted:above_good:0001,bridge,unrestricted,above_good,128000,2353000.0,,,False
main:bridge:unrestricted:above_good:0002,bridge,unrestricted,above_good,2353000,2353000.0,,,False
main:bridge:unrestricted:above_good:0003,bridge,unrestricted,above_good,2382315,2353000.0,,,False
main:bridge:unrestricted:above_good:0005,bridge,unrestricted,above_good,4061421,2353000.0,,,False
main:bridge:unrestricted:above_good:0004,bridge,unrestricted,above_good,2341000,2353000.0,,,False
main:bridge:unrestricted:above_good:0006,bridge,unrestricted,above_good,2359500,2353000.0,,,False
main:bridge:unrestricted:above_good:0009,bridge,unrestricted,above_good,2720952,2353000.0,,,False
main:bridge:unrestricted:above_good:0008,bridge,unrestricted,above_good,3346200,2353000.0,,,False
main:bridge:unrestricted:above_good:0007,bridge,unrestricted,above_good,2750000,2353000.0,,,False
main:bridge:unrestricted:above_good:0010,bridge,unrestricted,above_good,2414700,2353000.0,,,False
main:bridge:unrestricted:above_good:0012,bridge,unrestricted,above_good,4000000,2353000.0,,,False
main:bridge:unrestricted:above_good:0011,bridge,unrestricted,above_good,2188000,2353000.0,,,False
main:bridge:unrestricted:above_good:0013,bridge,unrestricted,above_good,2487350,2353000.0,,,False
main:bridge:unrestricted:above_good:0016,bridge,unrestricted,above_good,1950000,2353000.0,,,False
main:bridge:unrestricted:above_good:0015,bridge,unrestricted,above_good,2068560,2353000.0,,,False
main:bridge:unrestricted:above_good:0014,bridge,unrestricted,above_good,2470000,2353000.0,,,False
main:bridge:unrestricted:above_good:0017,bridge,unrestricted,above_good,3386880,2353000.0,,,False
main:bridge:unrestricted:above_good:0019,bridge,unrestricted,above_good,8500000,2353000.0,,,False
main:bridge:unrestricted:above_good:0018,bridge,unrestricted,above_good,2358000,2353000.0,,,False
main:bridge:unrestricted:above_good:0023,bridge,unrestricted,above_good,2527200,2353000.0,,,False
main:bridge:unrestricted:above_good:0024,bridge,unrestricted,above_good,2435585,2353000.0,,,False
main:bridge:unrestricted:above_good:0022,bridge,unrestricted,above_good,2418000,2353000.0,,,False
main:bridge:unrestricted:above_good:0021,bridge,unrestricted,above_good,2466360,2353000.0,,,False
main:bridge:unrestricted:above_good:0026,bridge,unrestricted,above_good,2415000,2353000.0,,,False
main:bridge:unrestricted:above_good:0025,bridge,unrestricted,above_good,2450000,2353000.0,,,False
main:bridge:unrestricted:above_good:0028,bridge,unrestricted,above_good,1092000,2353000.0,,,False
main:bridge:unrestricted:above_good:0029,bridge,unrestricted,above_good,1450000,2353000.0,,,False
main:bridge:unrestricted:above_good:0027,bridge,unrestricted,above_good,3298752,2353000.0,,,False
main:bridge:unrestricted:above_good:0030,bridge,unrestricted,above_good,2450000,2353000.0,,,False
main:bridge:unrestricted:above_good:0031,bridge,unrestricted,above_good,255840,2353000.0,,,False
main:bridge:unrestricted:above_good:0033,bridge,unrestricted,above_good,2496000,2353000.0,,,False
main:bridge:unrestricted:above_good:0032,bridge,unrestricted,above_good,1230000,2353000.0,,,False
main:bridge:unrestricted:above_good:0034,bridge,unrestricted,above_good,1460000,2353000.0,,,False
main:bridge:unrestricted:above_good:0035,bridge,unrestricted,above_good,1329408,2353000.0,,,False
main:bridge:unrestricted:above_good:0037,bridge,unrestricted,above_good,2447040,2353000.0,,,False
main:bridge:unrestricted:above_good:0036,bridge,unrestricted,above_good,1747200,2353000.0,,,False
main:bridge:unrestricted:above_good:0020,bridge,unrestricted,above_good,2344212,2353000.0,,,False
main:bridge:unrestricted:above_good:0039,bridge,unrestricted,above_good,3028680,2353000.0,,,False
main:bridge:unrestricted:above_good:0038,bridge,unrestricted,above_good,5602000,2353000.0,,,False
main:bridge:unrestricted:above_good:0040,bridge,unrestricted,above_good,2422420,2353000.0,,,False
main:bridge:unrestricted:above_good:0042,bridge,unrestricted,above_good,2437210,2353000.0,,,False
main:bridge:unrestricted:above_good:0041,bridge,unrestricted,above_good,325000,2353000.0,,,False
main:bridge:unrestricted:above_good:0045,bridge,unrestricted,above_good,2800000,2353000.0,,,False
main:bridge:unrestricted:above_good:0043,bridge,unrestricted,above_good,263250,2353000.0,,,False
main:bridge:unrestricted:above_good:0044,bridge,unrestricted,above_good,1123200,2353000.0,,,False
main:bridge:unrestricted:above_good:0046,bridge,unrestricted,above_good,2210000,2353000.0,,,False
main:bridge:unrestricted:above_good:0048,bridge,unrestricted,above_good,158000,2353000.0,,,False
main:bridge:unrestricted:above_good:0047,bridge,unrestricted,above_good,2350000,2353000.0,,,False
main:bridge:unrestricted:above_good:0049,bridge,unrestricted,above_good,2440000,2353000.0,,,False
main:bridge:unrestricted:below_good:0002,bridge,unrestricted,below_good,3494400,2353000.0,,,False
main:bridge:unrestricted:below_good:0003,bridge,unrestricted,below_good,2210000,2353000.0,,,False
main:bridge:unrestricted:below_good:0000,bridge,unrestricted,below_good,998400,2353000.0,,,False
main:bridge:unrestricted:below_good:0006,bridge,unrestricted,below_good,2371200,2353000.0,,,False
main:bridge:unrestricted:below_good:0007,bridge,unrestricted,below_good,2418000,2353000.0,,,False
main:bridge:unrestricted:below_good:0005,bridge,unrestricted,below_good,2352000,2353000.0,,,False
main:bridge:unrestricted:below_good:0004,bridge,unrestricted,below_good,2124000,2353000.0,,,False
main:bridge:unrestricted:below_good:0011,bridge,unrestricted,below_good,1450000,2353000.0,,,False
main:bridge:unrestricted:below_good:0009,bridge,unrestricted,below_good,2150000,2353000.0,,,False
main:bridge:unrestricted:below_good:0012,bridge,unrestricted,below_good,1872000,2353000.0,,,False
main:bridge:unrestricted:below_good:0013,bridge,unrestricted,below_good,1820000,2353000.0,,,False
main:bridge:unrestricted:below_good:0014,bridge,unrestricted,below_good,1750000,2353000.0,,,False
main:bridge:unrestricted:below_good:0015,bridge,unrestricted,below_good,1920000,2353000.0,,,False
main:bridge:unrestricted:below_good:0016,bridge,unrestricted,below_good,2386125,2353000.0,,,False
main:bridge:unrestricted:below_good:0019,bridge,unrestricted,below_good,2420600,2353000.0,,,False
main:bridge:unrestricted:below_good:0008,bridge,unrestricted,below_good,1670000,2353000.0,,,False
main:bridge:unrestricted:below_good:0017,bridge,unrestricted,below_good,1950000,2353000.0,,,False
main:bridge:unrestricted:below_good:0018,bridge,unrestricted,below_good,2247000,2353000.0,,,False
main:bridge:unrestricted:below_good:0020,bridge,unrestricted,below_good,4680000,2353000.0,,,False
main:bridge:unrestricted:below_good:0021,bridge,unrestricted,below_good,1787000,2353000.0,,,False
main:bridge:unrestricted:below_good:0023,bridge,unrestricted,below_good,1940000,2353000.0,,,False
main:bridge:unrestricted:below_good:0022,bridge,unrestricted,below_good,428500,2353000.0,,,False
main:bridge:unrestricted:below_good:0024,bridge,unrestricted,below_good,2340000,2353000.0,,,False
main:bridge:unrestricted:below_good:0025,bridge,unrestricted,below_good,2530000,2353000.0,,,False
main:bridge:unrestricted:below_good:0027,bridge,unrestricted,below_good,2275000,2353000.0,,,False
main:bridge:unrestricted:below_good:0026,bridge,unrestricted,below_good,2340000,2353000.0,,,False
main:bridge:unrestricted:below_good:0028,bridge,unrestricted,below_good,2510000,2353000.0,,,False
main:bridge:unrestricted:below_good:0029,bridge,unrestricted,below_good,2268096,2353000.0,,,False
main:bridge:unrestricted:below_good:0031,bridge,unrestricted,below_good,75000000,2353000.0,,,False
main:bridge:unrestricted:below_good:0030,bridge,unrestricted,below_good,1965600,2353000.0,,,False
main:bridge:unrestricted:below_good:0034,bridge,unrestricted,below_good,2280000,2353000.0,,,False
main:bridge:unrestricted:below_good:0032,bridge,unrestricted,below_good,2349100,2353000.0,,,False
main:bridge:unrestricted:below_good:0033,bridge,unrestricted,below_good,2555280,2353000.0,,,False
main:bridge:unrestricted:below_good:0036,bridge,unrestricted,below_good,2500000,2353000.0,,,False
main:bridge:unrestricted:below_good:0035,bridge,unrestricted,below_good,2080000,2353000.0,,,False
main:bridge:unrestricted:below_good:0037,bridge,unrestricted,below_good,2373000,2353000.0,,,False
main:bridge:unrestricted:below_good:0038,bridge,unrestricted,below_good,2780000,2353000.0,,,False
main:bridge:unrestricted:below_good:0040,bridge,unrestricted,below_good,756600,2353000.0,,,False
main:bridge:unrestricted:below_good:0039,bridge,unrestricted,below_good,2405000,2353000.0,,,False
main:bridge:unrestricted:below_good:0041,bridge,unrestricted,below_good,2000000,2353000.0,,,False
main:bridge:unrestricted:below_good:0043,bridge,unrestricted,below_good,680000,2353000.0,,,False
main:bridge:unrestricted:below_good:0042,bridge,unrestricted,below_good,1912365,2353000.0,,,False
main:bridge:unrestricted:below_good:0044,bridge,unrestricted,below_good,1948000,2353000.0,,,False
main:bridge:unrestricted:below_good:0045,bridge,unrestricted,below_good,2340000,2353000.0,,,False
main:bridge:unrestricted:below_good:0048,bridge,unrestricted,below_good,2334150,2353000.0,,,False
main:bridge:unrestricted:below_good:0046,bridge,unrestricted,below_good,4004000,2353000.0,,,False
main:bridge:unrestricted:below_good:0047,bridge,unrestricted,below_good,1893000,2353000.0,,,False
main:bridge:unrestricted:below_good:0049,bridge,unrestricted,below_good,3250000,2353000.0,,,False
main:bridge:bounded:baseline:0000,bridge,bounded,baseline,2340000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0001,bridge,bounded,baseline,2350000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0004,bridge,bounded,baseline,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0003,bridge,bounded,baseline,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0002,bridge,bounded,baseline,2350000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0005,bridge,bounded,baseline,2620800,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0006,bridge,bounded,baseline,2164500,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0009,bridge,bounded,baseline,2912000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0008,bridge,bounded,baseline,2366000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0010,bridge,bounded,baseline,2320500,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0007,bridge,bounded,baseline,2478600,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0011,bridge,bounded,baseline,2315000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0012,bridge,bounded,baseline,1205952,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0013,bridge,bounded,baseline,2080000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0016,bridge,bounded,baseline,2520000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0015,bridge,bounded,baseline,2340000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0014,bridge,bounded,baseline,2375100,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0017,bridge,bounded,baseline,2028000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0019,bridge,bounded,baseline,2440360,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0020,bridge,bounded,baseline,2096640,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0022,bridge,bounded,baseline,2150000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0024,bridge,bounded,baseline,2100000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0021,bridge,bounded,baseline,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0025,bridge,bounded,baseline,2250000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0018,bridge,bounded,baseline,2250000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0026,bridge,bounded,baseline,1996800,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0029,bridge,bounded,baseline,2340000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0027,bridge,bounded,baseline,2140320,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0028,bridge,bounded,baseline,2850000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0030,bridge,bounded,baseline,2323750,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0031,bridge,bounded,baseline,1872000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0023,bridge,bounded,baseline,2437500,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0032,bridge,bounded,baseline,2184000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0034,bridge,bounded,baseline,2340000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0033,bridge,bounded,baseline,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0035,bridge,bounded,baseline,2350000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0038,bridge,bounded,baseline,2350000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0037,bridge,bounded,baseline,2437500,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0039,bridge,bounded,baseline,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0040,bridge,bounded,baseline,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0041,bridge,bounded,baseline,2150000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0043,bridge,bounded,baseline,1943500,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0036,bridge,bounded,baseline,2340000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0042,bridge,bounded,baseline,2316600,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0045,bridge,bounded,baseline,2489760,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0044,bridge,bounded,baseline,2340000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0048,bridge,bounded,baseline,1872000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0049,bridge,bounded,baseline,2385000,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0047,bridge,bounded,baseline,2074800,2353000.0,1176500,3529500,False
main:bridge:bounded:baseline:0046,bridge,bounded,baseline,2129400,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0000,bridge,bounded,above_good,2184000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0004,bridge,bounded,above_good,2386800,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0003,bridge,bounded,above_good,2250000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0005,bridge,bounded,above_good,2496000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0006,bridge,bounded,above_good,2457000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0007,bridge,bounded,above_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0001,bridge,bounded,above_good,2340000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0008,bridge,bounded,above_good,2275000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0002,bridge,bounded,above_good,2838300,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0009,bridge,bounded,above_good,2340000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0011,bridge,bounded,above_good,2412000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0010,bridge,bounded,above_good,2145000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0013,bridge,bounded,above_good,2480000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0015,bridge,bounded,above_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0016,bridge,bounded,above_good,2983220,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0014,bridge,bounded,above_good,2381400,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0012,bridge,bounded,above_good,1950000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0018,bridge,bounded,above_good,2401280,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0017,bridge,bounded,above_good,2184500,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0019,bridge,bounded,above_good,2450000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0020,bridge,bounded,above_good,2756250,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0021,bridge,bounded,above_good,2676960,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0023,bridge,bounded,above_good,2106540,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0022,bridge,bounded,above_good,2050000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0024,bridge,bounded,above_good,2240000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0025,bridge,bounded,above_good,2620800,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0027,bridge,bounded,above_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0026,bridge,bounded,above_good,2860000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0029,bridge,bounded,above_good,2150000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0028,bridge,bounded,above_good,2300000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0030,bridge,bounded,above_good,2345000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0031,bridge,bounded,above_good,2966080,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0033,bridge,bounded,above_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0034,bridge,bounded,above_good,2415000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0036,bridge,bounded,above_good,2400000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0037,bridge,bounded,above_good,2415000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0038,bridge,bounded,above_good,2185000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0040,bridge,bounded,above_good,2184000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0039,bridge,bounded,above_good,2540160,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0041,bridge,bounded,above_good,2420600,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0042,bridge,bounded,above_good,2380000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0043,bridge,bounded,above_good,2412000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0032,bridge,bounded,above_good,2658766,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0044,bridge,bounded,above_good,1950000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0047,bridge,bounded,above_good,2180000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0045,bridge,bounded,above_good,2386449,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0046,bridge,bounded,above_good,1450000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0048,bridge,bounded,above_good,2650000,2353000.0,1176500,3529500,False
main:bridge:bounded:above_good:0049,bridge,bounded,above_good,2150000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0003,bridge,bounded,below_good,2021760,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0000,bridge,bounded,below_good,2281500,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0001,bridge,bounded,below_good,2306304,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0002,bridge,bounded,below_good,2334800,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0004,bridge,bounded,below_good,2300000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0007,bridge,bounded,below_good,2222640,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0005,bridge,bounded,below_good,2350000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0006,bridge,bounded,below_good,1914155,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0008,bridge,bounded,below_good,2310000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0009,bridge,bounded,below_good,2130000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0011,bridge,bounded,below_good,2263950,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0012,bridge,bounded,below_good,2205450,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0013,bridge,bounded,below_good,2150000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0010,bridge,bounded,below_good,1950000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0015,bridge,bounded,below_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0014,bridge,bounded,below_good,2527200,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0018,bridge,bounded,below_good,2278500,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0016,bridge,bounded,below_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0017,bridge,bounded,below_good,2124000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0019,bridge,bounded,below_good,2280000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0020,bridge,bounded,below_good,2223000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0023,bridge,bounded,below_good,1787500,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0022,bridge,bounded,below_good,2131200,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0021,bridge,bounded,below_good,2280000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0025,bridge,bounded,below_good,2190000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0024,bridge,bounded,below_good,1950000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0027,bridge,bounded,below_good,1560000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0028,bridge,bounded,below_good,2352800,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0026,bridge,bounded,below_good,2150000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0029,bridge,bounded,below_good,2487000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0031,bridge,bounded,below_good,1950000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0030,bridge,bounded,below_good,1850000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0032,bridge,bounded,below_good,1950000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0033,bridge,bounded,below_good,2143472,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0034,bridge,bounded,below_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0035,bridge,bounded,below_good,2186480,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0036,bridge,bounded,below_good,2300000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0038,bridge,bounded,below_good,2740000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0037,bridge,bounded,below_good,1462859,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0041,bridge,bounded,below_good,2096640,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0043,bridge,bounded,below_good,2300000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0044,bridge,bounded,below_good,2217888,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0042,bridge,bounded,below_good,2373462,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0039,bridge,bounded,below_good,2184000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0046,bridge,bounded,below_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0040,bridge,bounded,below_good,2192000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0045,bridge,bounded,below_good,2200000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0048,bridge,bounded,below_good,2353000,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0049,bridge,bounded,below_good,2412500,2353000.0,1176500,3529500,False
main:bridge:bounded:below_good:0047,bridge,bounded,below_good,2412850,2353000.0,1176500,3529500,False
main:crochet:unrestricted:baseline:0002,crochet,unrestricted,baseline,3900000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0000,crochet,unrestricted,baseline,14000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0005,crochet,unrestricted,baseline,3500000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0004,crochet,unrestricted,baseline,5000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0006,crochet,unrestricted,baseline,13600000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0003,crochet,unrestricted,baseline,35000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0001,crochet,unrestricted,baseline,48000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0007,crochet,unrestricted,baseline,4300000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0008,crochet,unrestricted,baseline,2850000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0009,crochet,unrestricted,baseline,8400000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0011,crochet,unrestricted,baseline,1290000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0010,crochet,unrestricted,baseline,1970000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0013,crochet,unrestricted,baseline,180000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0012,crochet,unrestricted,baseline,1460000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0016,crochet,unrestricted,baseline,21000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0014,crochet,unrestricted,baseline,13000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0015,crochet,unrestricted,baseline,5160960000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0017,crochet,unrestricted,baseline,22000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0019,crochet,unrestricted,baseline,25000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0020,crochet,unrestricted,baseline,3700000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0018,crochet,unrestricted,baseline,8500000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0024,crochet,unrestricted,baseline,20000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0023,crochet,unrestricted,baseline,35000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0021,crochet,unrestricted,baseline,9000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0022,crochet,unrestricted,baseline,1300000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0025,crochet,unrestricted,baseline,13000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0026,crochet,unrestricted,baseline,222000000000,9500000000.0,,,False
main:crochet:unrestricted:baseline:0029,crochet,unrestricted,baseline,14000000000,9500000000.0,,,False
